,2024-06-01,2024-06-02,2024-06-03,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-08,2024-06-09,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-15,2024-06-16,2024-06-17,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-23,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-06-29,2024-06-30,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-06,2024-07-07,2024-07-08,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-13,2024-07-14,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-20,2024-07-21,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-27,2024-07-28,2024-07-29,2024-07-30,2024-07-31,2024-08-01,2024-08-02,2024-08-03,2024-08-04,2024-08-05,2024-08-06,2024-08-07,2024-08-08,2024-08-09,2024-08-10,2024-08-11,2024-08-12,2024-08-13,2024-08-14,2024-08-15,2024-08-16,2024-08-17,2024-08-18,2024-08-19,2024-08-20,2024-08-21,2024-08-22,2024-08-23,2024-08-24,2024-08-25,2024-08-26,2024-08-27,2024-08-28,2024-08-29
Auberge-Refuge de la Nova,0,0,0,0,0,0,34,4,31,0,0,4,0,12,0,0,0,0,4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Les Chambres du Soleil,16,17,13,19,8,0,3,0,8,2,2,5,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refuge des Mottets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte Mermoud,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,7,6,8,3,1,10,6,10,0,5,0,0,8,8,0,3,0,0,0,2,3,2,5,0,0,0,7,4,6,1,6,5,0,3,0,3,4,0,3,7,0,9,8,0,4,0,0,0,0,4,10,1,0,9,5,2,1,7,8,7,0,4,6,7,3,8,10,0,0,0,0,0,0,0
Gîte d'Alpage Les Ecuries de Charamillon,0,0,0,0,0,0,0,0,17,19,19,9,13,8,28,14,10,13,14,10,3,8,11,0,11,10,11,1,9,0,0,0,6,8,0,0,0,8,6,10,0,0,10,0,13,14,10,10,6,6,10,4,10,8,10,6,2,10,11,6,13,8,9,12,8,10,16,12,1,5,13,9,1,8,11,8,10,13,7,10,10,14,6,9,5,10,10,5,13,9
Gîte Le Moulin,28,25,28,27,17,28,28,25,18,26,23,23,25,5,23,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0
Auberge la Boërne,0,1,29,31,27,29,27,22,0,28,8,22,16,11,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,7,4,0,0,0
Cabane du Combal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Maison Vieille,0,0,0,0,0,0,0,0,0,12,4,0,0,1,15,0,0,0,0,0,0,0,0,0,2,1,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,1,2,4,11,0,3,0,0
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,7,13,0,0,0,8,0,1,7,0,0,1,0,0,15,15,7,0,0,0,0,0,29,10,0,0,2,14,23,22,0,6,0,0,6,4,19,0,5,0,0,0,10,0,15,0,0,0,14,1,3,0,0,0,9,24,2,22,8,0,0,12
Rifugio Monte Bianco CAI Uget,42,21,22,9,0,22,25,32,26,41,35,0,17,38,51,33,15,0,0,0,7,9,33,26,0,0,0,1,12,50,48,0,0,7,21,16,36,25,0,0,0,38,6,30,47,0,0,0,2,0,24,11,0,0,0,17,7,32,44,20,0,0,40,22,33,37,36,0,0,21,19,16,26,0,0,0,40,10,29,15,4,0,27,50,12,52,35,34,0,22
Rifugio G. Bertone,0,0,0,0,0,0,0,16,2,4,0,1,0,9,11,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,1,0,8,8,0,0,0
Hotel Funivia,0,0,12,12,4,8,8,16,8,12,8,12,0,2,0,0,0,0,0,0,0,0,0,0,8,4,12,6,0,0,0,0,0,0,0,0,4,8,8,4,4,0,0,0,2,4,6,4,0,0,0,6,4,4,4,0,0,4,8,6,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chalet Val Ferret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gîte Alpage de La Peule,0,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,7,1,13,3,1,0,1,1
Hotel du Col de Fenêtre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,10,12,1,0,4,0,8,12,3,0,0,0,0,0,0,0,0,0,13,0,14,1,0,0,0,2,8,9,0,11,0,0,0,1,27,14,15,2,16,9,28,21,22,32,1,8,12,2,3,4,2,0,22,3,9,0,8,0,5,1,5,0,14,17,20,1,0,1,11
Gîte La Léchère,0,0,0,23,0,13,17,20,21,23,15,5,23,20,6,7,11,0,0,0,6,13,2,0,0,0,8,14,0,4,0,0,0,0,0,13,5,0,0,6,15,0,0,0,0,0,3,0,5,20,5,0,0,2,4,23,0,16,14,0,0,19,16,20,0,0,0,0,12,0,0,15,15,1,11,17,13,8,7,6,0,18,16,16,19,0,0,0,21,25
Chalet 'Le Dolent',0,0,30,30,30,21,28,0,0,28,28,24,24,30,0,0,25,18,26,0,26,0,0,14,17,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,30
Maya-Joie,0,0,0,0,27,36,0,26,32,28,0,9,0,8,26,21,0,0,0,0,7,21,12,1,0,0,0,1,23,0,0,0,0,0,0,0,6,0,0,0,0,21,26,0,0,0,0,0,24,5,15,0,0,1,0,30,27,12,0,0,6,0,2,30,10,0,0,6,0,23,5,8,0,0,0,0,28,21,10,0,0,0,0,18,14,0,0,0,22,0
Auberge des Glaciers,0,0,52,51,47,52,51,38,39,45,44,48,32,47,48,50,39,15,18,19,32,22,30,25,24,1,17,28,31,14,0,0,0,0,14,18,19,5,2,0,1,25,33,0,5,0,3,0,14,3,22,0,1,1,11,31,23,15,10,36,14,16,35,35,30,12,19,12,13,19,17,13,13,12,13,21,15,18,45,11,17,22,9,36,23,45,16,23,24,29
Gîte de La Fouly,16,15,15,15,14,17,9,0,0,16,9,12,8,11,12,5,1,0,3,3,3,3,3,0,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,7,0,0,0,3,0,0,4,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,7
Hôtel Edelweiss,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,20,19,3,2,0,19,9,12,2,0,0,0,7,5,2,0,0,0,1,0,8,3,0,0,0,0,7,0,8,0,0,2,4,0,0,18,0,0,0,0,9,1,2,0,6,1,6,14,7,0,0,0,0,0,6,0,6,0,2,0,11,2,10,3,0,0,1,1,10,4,10,2,3,3,9
Auberge Gîte Bon Abri,30,31,31,24,31,21,31,42,36,30,29,22,36,25,46,26,0,0,21,1,0,11,4,0,1,1,0,1,9,3,1,2,0,3,0,6,6,0,1,0,20,0,22,0,0,0,15,18,0,9,0,2,0,2,14,1,33,19,0,0,17,38,0,0,16,7,1,17,11,0,0,1,1,2,2,29,14,34,16,7,28,7,38,16,29,0,2,38,27,27
Chalet La Grange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2,0,3,0,0,0,0,0,7,5,0,4,0,0,7,0,1,0,0,1,3,0,0,1,4,0,0,3,0,0,0,1,1,0,2,6,2,0,1,6,0,0,0,2,6,7,4,2,4,7,1,10,4,1,0,1,0
Relais d'Arpette,0,137,125,137,136,123,114,0,117,55,94,69,99,80,78,62,20,21,13,11,13,48,20,16,14,17,38,14,21,30,10,14,15,53,7,59,12,9,18,15,26,0,38,14,20,17,17,12,10,22,10,24,18,19,62,19,52,19,15,18,17,52,20,63,36,24,12,20,26,0,38,27,22,9,34,62,35,87,24,18,28,29,86,20,66,30,20,20,28,65
Hôtel du Col de la Forclaz,12,12,9,12,12,8,9,11,12,0,9,12,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Auberge Mont-Blanc,23,20,28,28,26,23,28,21,7,11,24,23,4,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La Grande Ourse,0,0,0,0,0,0,0,0,22,0,0,0,20,0,4,0,0,30,21,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Refuge Le Peuty,23,20,21,23,23,22,23,23,16,16,18,10,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
